Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bangladesh,BGD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,89292745833,95631165624,1.03E+11,1.11E+11,1.18E+11,1.27E+11,1.35E+11,1.44E+11,1.53E+11,1.63E+11,1.75E+11,1.88E+11,2.00E+11,2.14E+11,2.32E+11,2.55E+11,2.83E+11,3.14E+11,3.43E+11,3.64E+11,3.89E+11,4.22E+11,4.81E+11,5.19E+11,5.55E+11,5.92E+11,6.43E+11,6.93E+11,7.68E+11,8.48E+11,1.75E+11
Bulgaria,BGR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,60466545236,55851128942,57987788368,58400205779,60604675554,63453648333,55294142471,46274284583,50043640468,47039469607,51209745178,55857318262,62301324493,66440705462,71776124815,79042313683,84453797227,89491024506,1.02E+11,1.02E+11,1.08E+11,1.12E+11,1.17E+11,1.18E+11,1.26E+11,1.28E+11,1.38E+11,1.48E+11,1.61E+11,1.74E+11,51209745178
Bahrain,BHR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,14026542138,15961469655,16837853717,18603802253,18829879483,20680006588,22055645876,22362154039,23967609281,24977838302,27342775276,28311147154,29139543396,31890130714,35064369651,39326073362,43358665293,48563603298,51417086000,49339407231,52795240416,52634201219,63717186823,65227977633,64937397695,59027883385,60275901159,67284010435,70220133115,72618511154,27342775276
"Bahamas, The",BHS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5331829330,5272181569,5283472568,5376973729,5662358785,6666723550,7433204724,6655339715,7013347041,7719132238,8212056406,8555709091,8954629040,9038072663,9378181847,9969486473,10498602243,10932504066,11064125113,10593498290,10810930837,11125447356,11592295607,11664057031,11803438328,12077336447,12431913675,13456760112,13857796360,14573094719,8212056406
Bosnia and Herzegovina,BIH,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,3346883845,4134434839,8321213531,11551722774,16530234741,17843089436,18895011681,19495476958,20785313952,21504395011,24453602136,25414986281,28728611002,31718513366,35148689497,35055830554,35230841894,36818985651,37436721354,39546436389,40136595465,41468504213,44324206259,46076772826,51000303600,53736765969,18895011681
Belarus,BLR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,53309645724,54451100762,50345559506,47621468561,42694233704,39097715517,41040330743,46326542468,50777943079,53404071192,57705302052,61790137573,65964081583,72232043481,82600707465,93036490632,1.05E+11,1.17E+11,1.31E+11,1.31E+11,1.43E+11,1.53E+11,1.67E+11,1.73E+11,1.74E+11,1.64E+11,1.61E+11,1.67E+11,1.77E+11,1.84E+11,57705302052
Belize,BLZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,613180619.8,705522064.5,802251478.6,868947089.4,878586630.6,910173258.2,935317854.1,991154075.2,1027789323,1124564166,1287298196,1357138686,1450487359,1583911279,1666805339,1766488218,1908297808,1922378059,2034539248,2179587416,2193724356,2368948001,2264205997,2309915951,2323837807,2470411871,2479820987,2489191260,2522166903,2614817747,1287298196
Bermuda,BMU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2090505854,2080971532,2113406970,2228421459,2289651483,2440517695,,,,,,,,,,,,5044537139,5028594662,4762182736,4700390143,4635082852,4565102131,4691734061,4650207512,4857325794,5069411918,5441446654,5504554047,5535494412,
Bolivia,BOL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,15469214338,16920560161,17797629080,18979912904,20403445579,21800101090,23230066342,24886950160,26587421817,26959595483,28161612968,29291553125,30495792197,31529219989,33501391845,36239758291,39319908996,42104650548,45805903866,47374744686,49573288757,53471345617,57756234190,65495334652,71666096548,74894854641,81222638743,91495898240,98223521479,1.03E+11,28161612968
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9.72E+11,1.02E+12,1.05E+12,1.12E+12,1.18E+12,1.29E+12,1.33E+12,1.39E+12,1.39E+12,1.41E+12,1.54E+12,1.59E+12,1.66E+12,1.71E+12,1.87E+12,1.99E+12,2.14E+12,2.34E+12,2.49E+12,2.52E+12,2.71E+12,2.89E+12,2.92E+12,3.09E+12,3.13E+12,2.96E+12,2.88E+12,2.96E+12,3.04E+12,3.14E+12,1.54E+12
Barbados,BRB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2443289706,2435096982,2360796812,2424112232,2520782624,2611389859,2755796492,2952106143,3097536523,3136624410,3342299167,3318357276,3388898330,3514294103,3689684928,3906413103,4195291318,4499475770,4565169180,4407087551,4437707800,4316589791,4181013707,4178206525,4140648058,4225737708,4350024546,4316152743,4394031470,4526365192,3342299167
Brunei Darussalam,BRN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,14466035683,15425724799,16528036747,16971164872,17878772973,19071188715,19979368540,20024891666,20137176324,21051409730,22135261425,23241505277,24523299249,25704091177,26529220187,27461594985,29536870001,30531964648,30482369303,30204880109,30970850502,32155106321,34364760478,33509559006,33313972351,27254603848,25364170400,27428959649,26699569467,28850758088,22135261425
Bhutan,BTN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,750394301.5,752618273.4,781808235.9,825922519.8,912693970.9,945724693.6,1030181962,1135741683,1131931753,1208624433,1591736072,1763611970,1958737241,2135036176,2322903182,2593205499,2889013894,3477490676,3662361807,3885527852,4327633174,4733983718,5108157657,5275721526,5790544514,6422593662,7042038050,7585887018,7980597037,8573331040,1591736072
Botswana,BWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7107306651,8251995953,8781652284,9549806342,8943895236,10246120175,10537772054,11898170355,12755066651,13182472008,13557092939,14419524275,13889148591,15363406286,15991762917,17685223825,19912697625,22352094126,24185712882,23597961988,25205757693,28096541038,27303360033,29010796380,33058095796,31933313901,34206345775,35058587014,37266076873,39492596032,13557092939
Central African Republic,CAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1755731027,1812176023,1735689086,1776161448,1884060687,2073916955,2023093600,2176197007,2298080891,2442807530,2420173860,2599121943,2733617164,2651938234,2862197905,2987895517,3224496849,3469104945,3590248705,3962827994,4225494331,4492422407,4910903588,3314143518,3249088436,3580087009,3910067807,4409011234,4793212656,5031430628,2420173860
Canada,CAN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.40E+11,5.48E+11,5.64E+11,5.94E+11,6.33E+11,6.64E+11,6.88E+11,7.32E+11,7.67E+11,8.18E+11,8.77E+11,9.11E+11,9.46E+11,9.98E+11,1.06E+12,1.15E+12,1.22E+12,1.28E+12,1.32E+12,1.29E+12,1.34E+12,1.40E+12,1.44E+12,1.53E+12,1.60E+12,1.57E+12,1.66E+12,1.75E+12,1.86E+12,1.92E+12,8.77E+11
Central Europe and the Baltics,CEB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,7.20E+11,7.54E+11,8.04E+11,8.66E+11,9.08E+11,9.38E+11,9.78E+11,1.01E+12,1.07E+12,1.15E+12,1.22E+12,1.28E+12,1.38E+12,1.47E+12,1.62E+12,1.78E+12,2.00E+12,2.00E+12,2.10E+12,2.22E+12,2.30E+12,2.41E+12,2.50E+12,2.60E+12,2.77E+12,2.98E+12,3.26E+12,3.48E+12,1.07E+12
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.89E+11,1.94E+11,1.98E+11,2.03E+11,2.08E+11,2.15E+11,2.22E+11,2.35E+11,2.45E+11,2.55E+11,2.74E+11,2.76E+11,2.82E+11,2.95E+11,3.07E+11,3.27E+11,3.63E+11,3.78E+11,3.76E+11,4.09E+11,4.40E+11,4.50E+11,4.73E+11,4.96E+11,5.09E+11,5.41E+11,5.52E+11,5.56E+11,6.05E+11,6.33E+11,2.74E+11
Chile,CHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,56702411060,63373742510,73920149387,82380542018,88890009983,1.02E+11,1.13E+11,1.24E+11,1.32E+11,1.32E+11,1.41E+11,1.50E+11,1.56E+11,1.61E+11,1.74E+11,1.88E+11,2.26E+11,2.49E+11,2.54E+11,2.54E+11,2.88E+11,3.29E+11,3.57E+11,3.74E+11,3.89E+11,3.96E+11,4.13E+11,4.35E+11,4.57E+11,4.91E+11,1.41E+11
China,CHN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.12E+12,1.26E+12,1.47E+12,1.71E+12,1.98E+12,2.21E+12,2.48E+12,2.76E+12,2.99E+12,3.28E+12,3.64E+12,4.02E+12,4.48E+12,5.04E+12,5.72E+12,6.54E+12,7.64E+12,9.00E+12,1.01E+13,1.10E+13,1.23E+13,1.37E+13,1.51E+13,1.61E+13,1.71E+13,1.77E+13,1.86E+13,1.99E+13,2.16E+13,2.35E+13,3.64E+12
Cote d'Ivoire,CIV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,20893467292,22021745403,22727336043,23139920872,24658182651,27068666783,30161876492,32315593178,34819932092,35730112633,34179810558,34164006387,33728201149,32927882380,35894161010,40606319289,42394364748,44307734384,46446854989,48250474387,49892838646,48585323042,54762839531,59653079619,69008798624,1.06E+11,1.10E+11,1.15E+11,1.24E+11,1.36E+11,34179810558
Cameroon,CMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,20920233103,20381282616,20321138848,19346403018,20083733214,21146389773,22438464138,24018161883,25705112101,27265276522,28350592042,29973192155,32043132680,34925291392,38815056171,40660059089,43972199122,46918252753,49841317015,51912218950,54002042434,57392868094,60411127308,65020260624,71651218352,74891827393,80077228865,85671150257,91301421924,96533547073,28350592042
"Congo, Dem. Rep.",COD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,20294614933,20458462178,22315416013,21378662939,21354142155,20110264138,20631804486,20003968418,21282755744,23094505319,25195745567,27219506332,29841190579,32379440371,33996053842,36180051182,39199375965,42414784448,43696967208,49142683508,57377953169,63954295208,74312567453,83831229358,90953663636,96667365247,20631804486
"Congo, Rep.",COG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,6917137267,7370238704,8025477633,7580073466,7728194533,5820509682,6110008725,7500168223,8290022009,7618015828,8460924582,8948175428,9690361695,10169753194,10059301891,12056366602,13767946505,14154727593,16034034010,18954191904,21253622379,21473477747,27030818565,27413068503,28304384999,22525682488,18613149353,21067171139,17852307969,16040562009,8460924582
Colombia,COL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.59E+11,1.69E+11,1.80E+11,1.96E+11,2.14E+11,2.30E+11,2.38E+11,2.50E+11,2.56E+11,2.49E+11,2.59E+11,2.69E+11,2.79E+11,2.93E+11,3.17E+11,3.46E+11,3.80E+11,4.15E+11,4.35E+11,4.45E+11,4.68E+11,5.07E+11,5.33E+11,5.71E+11,6.06E+11,6.21E+11,6.60E+11,6.83E+11,7.29E+11,7.81E+11,2.59E+11
Comoros,COM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,652214797.4,638192790.3,715840735.6,751238795.2,724748815.5,767603573.4,770207380.9,814810210.9,833073040,862784809.4,978152950.8,1023858998,1060344930,1101989662,1152290411,1222952536,1293956753,1344729862,1420168579,1477640850,1552343825,1650025528,1814962015,1955354402,2065846272,2114908311,2290518424,2481555639,2629908705,2730498495,978152950.8
Cabo Verde,CPV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,362277310.9,378303779.9,429174592.4,476780887.7,578647271.8,671551213.4,759027612.7,859224208.7,974418147.5,1094554554,1266782278,1342798431,1418151673,1513235209,1709455199,1857808135,2054984868,2473476173,2673960999,2662817642,2681117810,2859939245,2814067315,2860973891,2830720285,3029167496,3238655862,3447518124,3733330400,4030485008,1266782278
Costa Rica,CRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,15079202687,16251437381,18197436196,19981126314,21601396520,22867201935,23677906220,25409523684,27202065849,28182648446,29623300813,31328489119,32869977674,34899103009,37542259498,40408165127,45035715488,50192693116,53911670959,53040066102,56358853436,59912146076,63956459017,66885378676,71737908299,76862312605,87211236262,92889836773,96331464184,1.03E+11,29623300813
Caribbean small states,CSS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,34409539843,36162105816,38588731992,41621374129,43207591994,46260608686,49408174717,50954518404,53091611549,55939408515,58868024300,61324176474,64815430433,70134743055,75965039996,80667081562,89249116589,95486762522,99296370587,96068398554,99188111408,99602034038,1.02E+11,1.06E+11,1.06E+11,1.06E+11,1.06E+11,1.11E+11,1.14E+11,1.19E+11,58868024300
Curacao,CUW,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,3489211681,3662002832,3854063144,3929727909,3881983961,3983315326,4081824563,3923707213,3917983607,3915994347,3961320244,3940250308,4115499635,4226521482,4198823426,
Cayman Islands,CYM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,3395042987,3579426051,2506666921,2247527759,2213929694,2351877760,2505902120,2648767679,,,
Cyprus,CYP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7675133805,7996768438,8939059517,9221444735,9962459865,10539545116,10873196740,11269135362,13121779017,12726929642,13512194424,14900354512,15854083894,16712244910,17809652685,19438184089,21262837016,23579596443,26949271367,27323976223,27348054210,29092442963,27312758664,25872180533,24959021032,26792453414,29204414334,31738711599,34939491970,36190837214,13512194424
Czech Republic,CZE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,1.22E+11,1.26E+11,1.32E+11,1.42E+11,1.49E+11,1.50E+11,1.52E+11,1.55E+11,1.63E+11,1.75E+11,1.79E+11,1.92E+11,2.03E+11,2.15E+11,2.29E+11,2.53E+11,2.73E+11,2.70E+11,2.70E+11,2.80E+11,2.88E+11,3.03E+11,3.19E+11,3.33E+11,3.56E+11,3.89E+11,4.25E+11,4.44E+11,1.63E+11
Germany,DEU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.56E+12,1.68E+12,1.75E+12,1.77E+12,1.85E+12,1.92E+12,1.97E+12,2.01E+12,2.07E+12,2.14E+12,2.22E+12,2.32E+12,2.38E+12,2.44E+12,2.60E+12,2.64E+12,2.86E+12,3.02E+12,3.13E+12,3.09E+12,3.25E+12,3.50E+12,3.57E+12,3.71E+12,3.88E+12,3.98E+12,4.27E+12,4.48E+12,4.81E+12,4.91E+12,2.22E+12
Djibouti,DJI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,3715087654,4036230826,4429309389,4597475416,4817795004,5293223659,5468032070,
Dominica,DMA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,295203341.3,305858525.2,320459070.3,336964583.3,338578470.9,353577951.4,364870807.5,382821765.8,405488667.9,399574861.6,400344100.1,429313346.6,419179922.6,456635202.3,476896541.7,501085760.7,564432283,611226901.5,672058787.4,677696725.9,696454257.6,708014383.2,679255897.2,700295621,750737430.5,761036724,829614494,789737770.6,848226539.7,879713928.2,400344100.1
Denmark,DNK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,90374593169,94582541313,99079171741,1.02E+11,1.10E+11,1.16E+11,1.22E+11,1.29E+11,1.35E+11,1.40E+11,1.50E+11,1.55E+11,1.63E+11,1.64E+11,1.78E+11,1.87E+11,2.05E+11,2.14E+11,2.29E+11,2.25E+11,2.43E+11,2.53E+11,2.56E+11,2.71E+11,2.80E+11,2.87E+11,3.05E+11,3.24E+11,3.51E+11,3.72E+11,1.50E+11
Dominican Republic,DOM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,25276821681,26316869453,29905617651,32356688547,34142638835,36853866417,40037490561,44346504605,47788754316,51204284345,54857668549,57452106865,60995660119,59846684931,61991707951,72044387233,81396396201,89627596581,95625638248,97333290981,1.07E+11,1.12E+11,1.14E+11,1.19E+11,1.30E+11,1.45E+11,1.60E+11,1.68E+11,1.84E+11,1.97E+11,54857668549
Algeria,DZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.72E+11,1.72E+11,1.81E+11,1.83E+11,1.84E+11,1.93E+11,2.04E+11,2.12E+11,2.26E+11,2.35E+11,2.49E+11,2.67E+11,2.84E+11,3.10E+11,3.32E+11,3.59E+11,3.80E+11,4.14E+11,4.36E+11,4.45E+11,4.70E+11,4.90E+11,4.88E+11,4.87E+11,4.95E+11,4.65E+11,4.67E+11,4.78E+11,4.91E+11,5.05E+11,2.49E+11
East Asia & Pacific (excluding high income),EAP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.28E+12,2.54E+12,2.86E+12,3.24E+12,3.67E+12,4.07E+12,4.51E+12,4.91E+12,4.98E+12,5.34E+12,5.87E+12,6.41E+12,7.04E+12,7.79E+12,8.71E+12,9.77E+12,1.12E+13,1.29E+13,1.43E+13,1.53E+13,1.70E+13,1.87E+13,2.05E+13,2.18E+13,2.31E+13,2.38E+13,2.51E+13,2.67E+13,2.90E+13,3.14E+13,5.87E+12
Early-demographic dividend,EAR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.80E+12,6.30E+12,6.73E+12,7.08E+12,7.44E+12,7.88E+12,8.46E+12,8.99E+12,9.09E+12,9.42E+12,1.01E+13,1.05E+13,1.09E+13,1.17E+13,1.28E+13,1.40E+13,1.55E+13,1.69E+13,1.80E+13,1.86E+13,2.00E+13,2.15E+13,2.29E+13,2.39E+13,2.49E+13,2.56E+13,2.68E+13,2.85E+13,3.03E+13,3.16E+13,1.01E+13
East Asia & Pacific,EAS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.82E+12,6.35E+12,6.85E+12,7.40E+12,8.05E+12,8.72E+12,9.45E+12,1.01E+13,1.02E+13,1.07E+13,1.17E+13,1.24E+13,1.33E+13,1.43E+13,1.56E+13,1.71E+13,1.90E+13,2.12E+13,2.27E+13,2.37E+13,2.59E+13,2.80E+13,3.01E+13,3.18E+13,3.34E+13,3.45E+13,3.58E+13,3.78E+13,4.07E+13,4.33E+13,1.17E+13
Europe & Central Asia (excluding high income),ECA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.51E+12,2.48E+12,2.29E+12,2.22E+12,2.01E+12,2.01E+12,2.03E+12,2.12E+12,1.93E+12,1.99E+12,2.24E+12,2.38E+12,2.55E+12,2.80E+12,3.15E+12,3.54E+12,4.21E+12,4.71E+12,5.39E+12,5.22E+12,5.62E+12,6.23E+12,6.65E+12,7.21E+12,7.43E+12,7.34E+12,7.53E+12,8.05E+12,8.78E+12,8.97E+12,2.24E+12
Europe & Central Asia,ECS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,9.87E+12,1.02E+13,1.03E+13,1.04E+13,1.06E+13,1.10E+13,1.14E+13,1.19E+13,1.22E+13,1.27E+13,1.37E+13,1.44E+13,1.50E+13,1.57E+13,1.67E+13,1.77E+13,1.96E+13,2.10E+13,2.24E+13,2.20E+13,2.31E+13,2.45E+13,2.52E+13,2.65E+13,2.73E+13,2.78E+13,2.92E+13,3.09E+13,3.34E+13,3.46E+13,1.37E+13
Ecuador,ECU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,45489311721,49773281407,52739881527,55446806450,59292051998,62129636608,64180105301,68402484457,71033839660,66874935500,69098046174,74742259803,79574768091,83073642541,91901802524,1.00E+11,1.09E+11,1.14E+11,1.26E+11,1.28E+11,1.34E+11,1.48E+11,1.57E+11,1.73E+11,1.84E+11,1.76E+11,1.79E+11,1.91E+11,1.97E+11,2.01E+11,69098046174
"Egypt, Arab Rep.",EGY,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.03E+11,2.19E+11,2.34E+11,2.46E+11,2.62E+11,2.80E+11,2.99E+11,3.21E+11,3.44E+11,3.69E+11,4.01E+11,4.27E+11,4.39E+11,4.61E+11,4.92E+11,5.30E+11,5.88E+11,6.49E+11,7.08E+11,7.41E+11,7.72E+11,7.98E+11,9.36E+11,9.67E+11,9.62E+11,1.05E+12,1.04E+12,1.04E+12,1.12E+12,1.19E+12,4.01E+11
Euro area,EMU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,5.30E+12,5.61E+12,5.82E+12,5.92E+12,6.18E+12,6.48E+12,6.70E+12,7.00E+12,7.33E+12,7.65E+12,8.15E+12,8.53E+12,8.88E+12,9.07E+12,9.52E+12,9.91E+12,1.08E+13,1.14E+13,1.19E+13,1.17E+13,1.21E+13,1.26E+13,1.28E+13,1.32E+13,1.36E+13,1.40E+13,1.49E+13,1.57E+13,1.68E+13,1.75E+13,8.15E+12
